38019 silly lifecycle postcss-modules-scope@1.1.0~preinstall: no script for preinstall, continuing
38368 silly lifecycle jest-environment-jsdom@20.0.3~preinstall: no script for preinstall, continuing
38369 silly lifecycle jest-config@20.0.4~preinstall: no script for preinstall, continuing
38370 silly lifecycle xtend@4.0.1~preinstall: no script for preinstall, continuing
38371 silly lifecycle node-libs-browser@2.1.0~preinstall: no script for preinstall, continuing
38372 silly lifecycle stream-http@2.8.1~preinstall: no script for preinstall, continuing
38373 silly lifecycle yargs@6.6.0~preinstall: no script for preinstall, continuing
38374 silly lifecycle y18n@3.2.1~preinstall: no script for preinstall, continuing
38375 silly lifecycle webpack-dev-server@2.9.4~preinstall: no script for preinstall, continuing
38376 silly lifecycle yallist@2.1.2~preinstall: no script for preinstall, continuing
38377 silly lifecycle lru-cache@4.1.2~preinstall: no script for preinstall, continuing
38378 silly lifecycle cross-spawn@5.1.0~preinstall: no script for preinstall, continuing
38379 silly lifecycle react-dev-utils@5.0.1~preinstall: no script for preinstall, continuing
38380 silly lifecycle eslint@4.10.0~preinstall: no script for preinstall, continuing
38381 silly lifecycle execa@0.7.0~preinstall: no script for preinstall, continuing
38382 silly lifecycle os-locale@2.1.0~preinstall: no script for preinstall, continuing
38383 silly lifecycle yargs@8.0.2~preinstall: no script for preinstall, continuing
38384 silly lifecycle webpack@3.8.1~preinstall: no script for preinstall, continuing
38385 silly lifecycle term-size@1.2.0~preinstall: no script for preinstall, continuing
38386 silly lifecycle boxen@1.3.0~preinstall: no script for preinstall, continuing
38387 silly lifecycle update-notifier@2.4.0~preinstall: no script for preinstall, continuing
38388 silly lifecycle sw-precache@5.2.1~preinstall: no script for preinstall, continuing
38389 silly lifecycle sw-precache-webpack-plugin@0.11.4~preinstall: no script for preinstall, continuing
38390 silly lifecycle camelcase@3.0.0~preinstall: no script for preinstall, continuing
38391 silly lifecycle yargs-parser@5.0.0~preinstall: no script for preinstall, continuing
38392 silly lifecycle camelcase@3.0.0~preinstall: no script for preinstall, continuing
38393 silly lifecycle path-exists@2.1.0~preinstall: no script for preinstall, continuing
38394 silly lifecycle is-fullwidth-code-point@1.0.0~preinstall: no script for preinstall, continuing
38395 silly lifecycle find-up@1.1.2~preinstall: no script for preinstall, continuing
38396 silly lifecycle read-pkg-up@1.0.1~preinstall: no script for preinstall, continuing
38397 silly lifecycle string-width@1.0.2~preinstall: no script for preinstall, continuing
38398 silly lifecycle cliui@3.2.0~preinstall: no script for preinstall, continuing
38399 silly lifecycle yargs@7.1.0~preinstall: no script for preinstall, continuing
38400 silly lifecycle jest-runtime@20.0.4~preinstall: no script for preinstall, continuing
38401 silly lifecycle jest-cli@20.0.4~preinstall: no script for preinstall, continuing
38402 silly lifecycle jest@20.0.4~preinstall: no script for preinstall, continuing
38403 silly lifecycle axios@0.18.0~preinstall: no script for preinstall, continuing
38404 silly lifecycle foreman@2.0.0~preinstall: no script for preinstall, continuing
38405 silly lifecycle marked@0.3.19~preinstall: no script for preinstall, continuing
38406 silly lifecycle mongoose@5.0.13~preinstall: no script for preinstall, continuing
38407 silly lifecycle nodemon@1.17.3~preinstall: no script for preinstall, continuing
38408 silly lifecycle react@16.3.1~preinstall: no script for preinstall, continuing
38409 silly lifecycle react-dom@16.3.1~preinstall: no script for preinstall, continuing
38410 silly lifecycle react-scripts@1.1.1~preinstall: no script for preinstall, continuing
38411 silly doReverseSerial remove 173
38412 silly remove /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/spdy/node_modules/debug
38413 verbose unbuild node_modules/spdy/node_modules/debug
38414 info lifecycle debug@2.6.9~preuninstall: debug@2.6.9
38415 silly lifecycle debug@2.6.9~preuninstall: no script for preuninstall, continuing
38416 info lifecycle debug@2.6.9~uninstall: debug@2.6.9
38417 silly lifecycle debug@2.6.9~uninstall: no script for uninstall, continuing
38418 verbose unbuild rmStuff debug@2.6.9 from /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
38419 verbose unbuild rmStuff in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/spdy/node_modules
38420 info lifecycle debug@2.6.9~postuninstall: debug@2.6.9
38421 silly lifecycle debug@2.6.9~postuninstall: no script for postuninstall, continuing
38422 silly gentlyRm /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/spdy/node_modules/debug is being purged from base /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED
38423 verbose gentlyRm don't care about contents; nuking /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/spdy/node_modules/debug
38424 silly vacuum-fs purging /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/spdy/node_modules/debug
38425 silly vacuum-fs removing /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/spdy/node_modules
38426 silly vacuum-fs removing /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/spdy
38427 silly vacuum-fs quitting because other entries in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
38428 silly remove /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/spdy-transport/node_modules/debug
38429 verbose unbuild node_modules/spdy-transport/node_modules/debug
38430 info lifecycle debug@2.6.9~preuninstall: debug@2.6.9
38431 silly lifecycle debug@2.6.9~preuninstall: no script for preuninstall, continuing
38432 info lifecycle debug@2.6.9~uninstall: debug@2.6.9
38433 silly lifecycle debug@2.6.9~uninstall: no script for uninstall, continuing
38434 verbose unbuild rmStuff debug@2.6.9 from /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
38435 verbose unbuild rmStuff in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/spdy-transport/node_modules
38436 info lifecycle debug@2.6.9~postuninstall: debug@2.6.9
38437 silly lifecycle debug@2.6.9~postuninstall: no script for postuninstall, continuing
38438 silly gentlyRm /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/spdy-transport/node_modules/debug is being purged from base /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED
38439 verbose gentlyRm don't care about contents; nuking /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/spdy-transport/node_modules/debug
38440 silly vacuum-fs purging /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/spdy-transport/node_modules/debug
38441 silly vacuum-fs removing /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/spdy-transport/node_modules
38442 silly vacuum-fs removing /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/spdy-transport
38443 silly vacuum-fs quitting because other entries in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
38444 silly remove /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/sockjs-client/node_modules/debug
38445 verbose unbuild node_modules/sockjs-client/node_modules/debug
38446 info lifecycle debug@2.6.9~preuninstall: debug@2.6.9
38447 silly lifecycle debug@2.6.9~preuninstall: no script for preuninstall, continuing
38448 info lifecycle debug@2.6.9~uninstall: debug@2.6.9
38449 silly lifecycle debug@2.6.9~uninstall: no script for uninstall, continuing
38450 verbose unbuild rmStuff debug@2.6.9 from /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
38451 verbose unbuild rmStuff in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/sockjs-client/node_modules
38452 info lifecycle debug@2.6.9~postuninstall: debug@2.6.9
38453 silly lifecycle debug@2.6.9~postuninstall: no script for postuninstall, continuing
38454 silly gentlyRm /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/sockjs-client/node_modules/debug is being purged from base /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED
38455 verbose gentlyRm don't care about contents; nuking /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/sockjs-client/node_modules/debug
38456 silly vacuum-fs purging /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/sockjs-client/node_modules/debug
38457 silly vacuum-fs removing /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/sockjs-client/node_modules
38458 silly vacuum-fs removing /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/sockjs-client
38459 silly vacuum-fs quitting because other entries in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
38460 silly remove /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules/extend-shallow
38461 verbose unbuild node_modules/snapdragon/node_modules/extend-shallow
38462 info lifecycle extend-shallow@2.0.1~preuninstall: extend-shallow@2.0.1
38463 silly lifecycle extend-shallow@2.0.1~preuninstall: no script for preuninstall, continuing
38464 info lifecycle extend-shallow@2.0.1~uninstall: extend-shallow@2.0.1
38465 silly lifecycle extend-shallow@2.0.1~uninstall: no script for uninstall, continuing
38466 verbose unbuild rmStuff extend-shallow@2.0.1 from /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
38467 verbose unbuild rmStuff in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules
38468 info lifecycle extend-shallow@2.0.1~postuninstall: extend-shallow@2.0.1
38469 silly lifecycle extend-shallow@2.0.1~postuninstall: no script for postuninstall, continuing
38470 silly gentlyRm /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules/extend-shallow is being purged from base /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED
38471 verbose gentlyRm don't care about contents; nuking /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules/extend-shallow
38472 silly vacuum-fs purging /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules/extend-shallow
38473 silly vacuum-fs quitting because other entries in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules
38474 silly remove /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules/define-property
38475 verbose unbuild node_modules/snapdragon/node_modules/define-property
38476 info lifecycle define-property@0.2.5~preuninstall: define-property@0.2.5
38477 silly lifecycle define-property@0.2.5~preuninstall: no script for preuninstall, continuing
38478 info lifecycle define-property@0.2.5~uninstall: define-property@0.2.5
38479 silly lifecycle define-property@0.2.5~uninstall: no script for uninstall, continuing
38480 verbose unbuild rmStuff define-property@0.2.5 from /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
38481 verbose unbuild rmStuff in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules
38482 info lifecycle define-property@0.2.5~postuninstall: define-property@0.2.5
38483 silly lifecycle define-property@0.2.5~postuninstall: no script for postuninstall, continuing
38484 silly gentlyRm /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules/define-property is being purged from base /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED
38485 verbose gentlyRm don't care about contents; nuking /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules/define-property
38486 silly vacuum-fs purging /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules/define-property
38487 silly vacuum-fs quitting because other entries in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules
38488 silly remove /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules/debug
38489 verbose unbuild node_modules/snapdragon/node_modules/debug
38490 info lifecycle debug@2.6.9~preuninstall: debug@2.6.9
38491 silly lifecycle debug@2.6.9~preuninstall: no script for preuninstall, continuing
38492 info lifecycle debug@2.6.9~uninstall: debug@2.6.9
38493 silly lifecycle debug@2.6.9~uninstall: no script for uninstall, continuing
38494 verbose unbuild rmStuff debug@2.6.9 from /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules
38495 verbose unbuild rmStuff in /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules
38496 info lifecycle debug@2.6.9~postuninstall: debug@2.6.9
38497 silly lifecycle debug@2.6.9~postuninstall: no script for postuninstall, continuing
38498 silly gentlyRm /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules/debug is being purged from base /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED
38499 verbose gentlyRm don't care about contents; nuking /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules/debug
38500 silly vacuum-fs purging /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules/debug
38501 silly vacuum-fs removing /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/snapdragon/node_modules
